,cords
4912,"(39.76413784705883, -86.15712117647058, 0.0)"
4913,"(39.76413784705883, -86.15712117647058, 0.0)"
4914,"(39.76413784705883, -86.15712117647058, 0.0)"
4915,"(39.7738707979798, -86.096116010101, 0.0)"
4916,"(39.7738707979798, -86.096116010101, 0.0)"
4917,"(39.7738707979798, -86.096116010101, 0.0)"
4918,"(39.7738707979798, -86.096116010101, 0.0)"
4919,"(39.7738707979798, -86.096116010101, 0.0)"
4920,"(39.72964, -86.092897, 0.0)"
4921,"(39.82726450927285, -86.11041972881145, 0.0)"
4922,"(39.825442, -86.075088, 0.0)"
4923,"(39.825442, -86.075088, 0.0)"
4924,"(39.838165244897965, -86.223834, 0.0)"
4925,"(39.774405, -86.130488, 0.0)"
4926,"(39.7656761, -86.15934391363386, 0.0)"
4927,"(39.7656761, -86.15934391363386, 0.0)"
4928,"(39.661420888888884, -86.12571555555556, 0.0)"
4929,"(39.661420888888884, -86.12571555555556, 0.0)"
4930,"(39.901633, -86.199628, 0.0)"
4931,"(39.901633, -86.199628, 0.0)"
4932,"(39.901633, -86.199628, 0.0)"
4933,"(39.901633, -86.199628, 0.0)"
4934,"(39.901633, -86.199628, 0.0)"
4935,"(39.901633, -86.199628, 0.0)"
4936,"(39.74495522222222, -86.13549538888888, 0.0)"
4937,"(39.74495522222222, -86.13549538888888, 0.0)"
4938,"(39.74495522222222, -86.13549538888888, 0.0)"
4939,"(39.86977934693878, -86.14446159183673, 0.0)"
4940,"(39.86977934693878, -86.14446159183673, 0.0)"
4941,"(39.86977934693878, -86.14446159183673, 0.0)"
4942,"(39.74542153061225, -86.28646669387756, 0.0)"
4943,"(39.74542153061225, -86.28646669387756, 0.0)"
4944,"(39.74663995486829, -86.14823548700862, 0.0)"
4945,"(39.74663995486829, -86.14823548700862, 0.0)"
4946,"(39.81823885714286, -86.10659014285714, 0.0)"
4947,"(39.6929325, -86.1578815, 0.0)"
4948,"(39.6929325, -86.1578815, 0.0)"
4949,"(39.6929325, -86.1578815, 0.0)"
4950,"(39.6929325, -86.1578815, 0.0)"
4951,"(39.786151, -86.0672731, 0.0)"
4952,"(39.786151, -86.0672731, 0.0)"
4953,"(39.786151, -86.0672731, 0.0)"
4954,"(39.786151, -86.0672731, 0.0)"
4955,"(39.786151, -86.0672731, 0.0)"
4956,"(39.786151, -86.0672731, 0.0)"
4957,"(39.7516464, -86.1503562, 0.0)"
4958,"(39.7516464, -86.1503562, 0.0)"
4959,"(39.78254460747664, -85.97418507476635, 0.0)"
4960,"(39.78254460747664, -85.97418507476635, 0.0)"
4961,"(39.8377285, -86.1218044, 0.0)"
4962,"(39.8377285, -86.1218044, 0.0)"
4963,"(39.781514, -86.105992, 0.0)"
4964,"(39.722482125, -86.150326375, 0.0)"
4965,"(39.722482125, -86.150326375, 0.0)"
4966,"(39.7732896, -86.0229565, 0.0)"
4967,"(39.7732896, -86.0229565, 0.0)"
4968,"(39.7732896, -86.0229565, 0.0)"
4969,"(39.78608, -86.210813, 0.0)"
4970,"(39.88265650941222, -86.19621748113956, 0.0)"
4971,"(39.88265650941222, -86.19621748113956, 0.0)"
4972,"(39.88265650941222, -86.19621748113956, 0.0)"
4973,"(39.810577, -86.0647121, 0.0)"
4974,"(39.810577, -86.0647121, 0.0)"
4975,"(39.810577, -86.0647121, 0.0)"
4976,"(39.810577, -86.0647121, 0.0)"
4977,"(39.70843833333333, -86.12872766666666, 0.0)"
4978,"(39.70843833333333, -86.12872766666666, 0.0)"
4979,"(39.70843833333333, -86.12872766666666, 0.0)"
4980,"(39.70843833333333, -86.12872766666666, 0.0)"
4981,"(39.70843833333333, -86.12872766666666, 0.0)"
4982,"(39.70808896220929, -86.10296946347525, 0.0)"
4983,"(39.70808896220929, -86.10296946347525, 0.0)"
4984,"(39.81651210204082, -86.25766130612246, 0.0)"
4985,"(39.703764, -86.139202, 0.0)"
4986,"(39.703764, -86.139202, 0.0)"
4987,"(39.703764, -86.139202, 0.0)"
4988,"(39.703764, -86.139202, 0.0)"
4989,"(39.731146095238095, -86.12475733333333, 0.0)"
4990,"(39.731146095238095, -86.12475733333333, 0.0)"
4991,"(39.79071093877551, -86.20729689795918, 0.0)"
4992,"(39.79071093877551, -86.20729689795918, 0.0)"
4993,"(39.79071093877551, -86.20729689795918, 0.0)"
4994,"(39.79071093877551, -86.20729689795918, 0.0)"
4995,"(39.79071093877551, -86.20729689795918, 0.0)"
4996,"(39.76400075, -86.15872586076406, 0.0)"
4997,"(39.720652, -86.225675, 0.0)"
4998,"(39.65825256373612, -86.14900215039864, 0.0)"
4999,"(39.65825256373612, -86.14900215039864, 0.0)"
5000,"(39.65825256373612, -86.14900215039864, 0.0)"
5001,"(39.779272, -86.109862, 0.0)"
5002,"(39.779272, -86.109862, 0.0)"
5003,"(39.779272, -86.109862, 0.0)"
5004,"(39.8381331, -86.24422095855766, 0.0)"
5005,"(39.8381331, -86.24422095855766, 0.0)"
5006,"(39.76400075, -86.15872586076406, 0.0)"
5007,"(39.76400075, -86.15872586076406, 0.0)"
5008,"(39.80659860869565, -86.21116195652174, 0.0)"
5009,"(39.65096704617264, -86.11595345199525, 0.0)"
5010,"(39.65096704617264, -86.11595345199525, 0.0)"
5011,"(39.78608, -86.210813, 0.0)"
5012,"(39.73879, -86.119787, 0.0)"
5013,"(39.73879, -86.119787, 0.0)"
5014,"(39.78925110668714, -85.95528312740932, 0.0)"
5015,"(39.70843833333333, -86.12872766666666, 0.0)"
5016,"(39.70843833333333, -86.12872766666666, 0.0)"
5017,"(39.70843833333333, -86.12872766666666, 0.0)"
5018,"(39.70843833333333, -86.12872766666666, 0.0)"
5019,"(39.70843833333333, -86.12872766666666, 0.0)"
5020,"(39.7035806, -86.2879049, 0.0)"
5021,"(39.7035806, -86.2879049, 0.0)"
5022,"(39.722482125, -86.150326375, 0.0)"
5023,"(39.91419767669005, -86.21174877598382, 0.0)"
5024,"(39.7738707979798, -86.096116010101, 0.0)"
5025,"(39.7738707979798, -86.096116010101, 0.0)"
5026,"(39.7738707979798, -86.096116010101, 0.0)"
5027,"(39.7738707979798, -86.096116010101, 0.0)"
5028,"(39.7738707979798, -86.096116010101, 0.0)"
5029,"(39.75019451020408, -86.16267055102041, 0.0)"
5030,"(39.75019451020408, -86.16267055102041, 0.0)"
5031,"(39.780181, -86.11074266666667, 0.0)"
5032,"(39.87090427236769, -86.14278172842438, 0.0)"
5033,"(39.87090427236769, -86.14278172842438, 0.0)"
5034,"(39.87090427236769, -86.14278172842438, 0.0)"
5035,"(39.648262, -86.180265, 0.0)"
5036,"(39.648262, -86.180265, 0.0)"
5037,"(39.648262, -86.180265, 0.0)"
5038,"(39.65531251599967, -86.21844236889865, 0.0)"
5039,"(39.65531251599967, -86.21844236889865, 0.0)"
5040,"(39.65531251599967, -86.21844236889865, 0.0)"
5041,"(39.65531251599967, -86.21844236889865, 0.0)"
5042,"(39.780181, -86.11074266666667, 0.0)"
5043,"(39.826235, -85.988509, 0.0)"
5044,"(39.826235, -85.988509, 0.0)"
5045,"(39.66210616326531, -86.12864432653062, 0.0)"
5046,"(39.66210616326531, -86.12864432653062, 0.0)"
5047,"(39.78170175757575, -86.04300257575757, 0.0)"
5048,"(39.78170175757575, -86.04300257575757, 0.0)"
5049,"(39.65531251599967, -86.21844236889865, 0.0)"
5050,"(39.65531251599967, -86.21844236889865, 0.0)"
5051,"(39.65531251599967, -86.21844236889865, 0.0)"
5052,"(39.65531251599967, -86.21844236889865, 0.0)"
5053,"(39.65531251599967, -86.21844236889865, 0.0)"
5054,"(39.65531251599967, -86.21844236889865, 0.0)"
5055,"(39.65531251599967, -86.21844236889865, 0.0)"
5056,"(39.78170175757575, -86.04300257575757, 0.0)"
5057,"(39.869967, -86.14306033333334, 0.0)"
5058,"(39.869967, -86.14306033333334, 0.0)"
5059,"(39.869967, -86.14306033333334, 0.0)"
5060,"(39.75346285714286, -86.23027463265306, 0.0)"
5061,"(39.65531251599967, -86.21844236889865, 0.0)"
5062,"(39.65531251599967, -86.21844236889865, 0.0)"
5063,"(39.65531251599967, -86.21844236889865, 0.0)"
5064,"(39.65531251599967, -86.21844236889865, 0.0)"
5065,"(39.78925110668714, -85.95528312740932, 0.0)"
5066,"(39.78925110668714, -85.95528312740932, 0.0)"
5067,"(39.78925110668714, -85.95528312740932, 0.0)"
5068,"(39.829438, -86.050619, 0.0)"
5069,"(39.829438, -86.050619, 0.0)"
5070,"(39.829438, -86.050619, 0.0)"
5071,"(39.829438, -86.050619, 0.0)"
5072,"(39.829438, -86.050619, 0.0)"
5073,"(39.829438, -86.050619, 0.0)"
5074,"(39.82491288228661, -86.22789509729053, 0.0)"
5075,"(39.82491288228661, -86.22789509729053, 0.0)"
5076,"(39.7656761, -86.15934391363386, 0.0)"
5077,"(39.7656761, -86.15934391363386, 0.0)"
5078,"(39.7656761, -86.15934391363386, 0.0)"
5079,"(39.7656761, -86.15934391363386, 0.0)"
5080,"(39.7885784, -86.0832142, 0.0)"
5081,"(39.7885784, -86.0832142, 0.0)"
5082,"(39.7885784, -86.0832142, 0.0)"
5083,"(39.820581535619375, -85.9867123400062, 0.0)"
5084,"(39.820581535619375, -85.9867123400062, 0.0)"
5085,"(39.820581535619375, -85.9867123400062, 0.0)"
5086,"(39.820581535619375, -85.9867123400062, 0.0)"
5087,"(39.820581535619375, -85.9867123400062, 0.0)"
5088,"(39.78862509974077, -85.9671622458031, 0.0)"
5089,"(39.78862509974077, -85.9671622458031, 0.0)"
5090,"(39.8235562, -86.2754768, 0.0)"
5091,"(39.75346285714286, -86.23027463265306, 0.0)"
5092,"(39.75346285714286, -86.23027463265306, 0.0)"
5093,"(39.746106363636365, -86.11642386868687, 0.0)"
5094,"(39.70808896220929, -86.10296946347525, 0.0)"
5095,"(39.825442, -86.075088, 0.0)"
5096,"(39.825442, -86.075088, 0.0)"
5097,"(39.825442, -86.075088, 0.0)"
5098,"(39.825442, -86.075088, 0.0)"
5099,"(39.825442, -86.075088, 0.0)"
5100,"(39.825442, -86.075088, 0.0)"
5101,"(39.7795686, -86.09744414285714, 0.0)"
5102,"(39.7795686, -86.09744414285714, 0.0)"
5103,"(39.8035975, -85.9904541, 0.0)"
5104,"(39.8035975, -85.9904541, 0.0)"
5105,"(39.8035975, -85.9904541, 0.0)"
5106,"(39.8035975, -85.9904541, 0.0)"
5107,"(39.851374434343434, -86.23769878787878, 0.0)"
5108,"(39.851374434343434, -86.23769878787878, 0.0)"
5109,"(39.851374434343434, -86.23769878787878, 0.0)"
5110,"(39.851374434343434, -86.23769878787878, 0.0)"
5111,"(39.851374434343434, -86.23769878787878, 0.0)"
5112,"(39.851374434343434, -86.23769878787878, 0.0)"
5113,"(39.851374434343434, -86.23769878787878, 0.0)"
5114,"(39.851374434343434, -86.23769878787878, 0.0)"
5115,"(39.851374434343434, -86.23769878787878, 0.0)"
5116,"(39.851374434343434, -86.23769878787878, 0.0)"
5117,"(39.76400075, -86.15872586076406, 0.0)"
5118,"(39.76400075, -86.15872586076406, 0.0)"
5119,"(39.76400075, -86.15872586076406, 0.0)"
5120,"(39.88265650941222, -86.19621748113956, 0.0)"
5121,"(39.88265650941222, -86.19621748113956, 0.0)"
5122,"(39.88265650941222, -86.19621748113956, 0.0)"
5123,"(39.78005598492462, -86.11321407035176, 0.0)"
5124,"(39.78005598492462, -86.11321407035176, 0.0)"
5125,"(39.78005598492462, -86.11321407035176, 0.0)"
5126,"(39.78005598492462, -86.11321407035176, 0.0)"
5127,"(39.78005598492462, -86.11321407035176, 0.0)"
5128,"(39.8424477, -86.2416137, 0.0)"
5129,"(39.8424477, -86.2416137, 0.0)"
5130,"(39.756323, -86.155002, 0.0)"
5131,"(39.756323, -86.155002, 0.0)"
5132,"(39.756323, -86.155002, 0.0)"
5133,"(39.756323, -86.155002, 0.0)"
5134,"(39.756323, -86.155002, 0.0)"
5135,"(39.76610395, -86.15851577424488, 0.0)"
5136,"(39.76610395, -86.15851577424488, 0.0)"
5137,"(39.81292255555556, -86.04161736111111, 0.0)"
5138,"(39.81292255555556, -86.04161736111111, 0.0)"
5139,"(39.7656761, -86.15934391363386, 0.0)"
5140,"(39.7656761, -86.15934391363386, 0.0)"
5141,"(39.7739089, -86.0084202, 0.0)"
5142,"(39.7739089, -86.0084202, 0.0)"
5143,"(39.746106363636365, -86.11642386868687, 0.0)"
5144,"(39.746106363636365, -86.11642386868687, 0.0)"
5145,"(39.746106363636365, -86.11642386868687, 0.0)"
5146,"(39.7878816, -86.2107043, 0.0)"
5147,"(39.78001206122449, -86.11842714285714, 0.0)"
5148,"(39.69112069738401, -86.0765760434784, 0.0)"
5149,"(39.69112069738401, -86.0765760434784, 0.0)"
5150,"(39.8235562, -86.2754768, 0.0)"
5151,"(39.781514, -86.105992, 0.0)"
5152,"(39.781514, -86.105992, 0.0)"
5153,"(39.75346285714286, -86.23027463265306, 0.0)"
5154,"(39.648262, -86.180265, 0.0)"
5155,"(39.648262, -86.180265, 0.0)"
5156,"(39.648262, -86.180265, 0.0)"
5157,"(39.758304, -86.088784, 0.0)"
5158,"(39.821971, -86.28628, 0.0)"
5159,"(39.805446, -86.168051, 0.0)"
5160,"(39.782645, -86.105733, 0.0)"
5161,"(39.746106363636365, -86.11642386868687, 0.0)"
5162,"(39.746106363636365, -86.11642386868687, 0.0)"
5163,"(39.746106363636365, -86.11642386868687, 0.0)"
5164,"(39.746106363636365, -86.11642386868687, 0.0)"
5165,"(39.760388609860264, -86.07797209347771, 0.0)"
5166,"(39.760388609860264, -86.07797209347771, 0.0)"
5167,"(39.6997832, -86.0848617, 0.0)"
5168,"(39.6997832, -86.0848617, 0.0)"
5169,"(39.805414551020405, -86.21378706122448, 0.0)"
5170,"(39.805414551020405, -86.21378706122448, 0.0)"
5171,"(39.805414551020405, -86.21378706122448, 0.0)"
5172,"(39.805414551020405, -86.21378706122448, 0.0)"
5173,"(39.74140811111111, -86.19707255555556, 0.0)"
5174,"(39.760388609860264, -86.07797209347771, 0.0)"
5175,"(39.760388609860264, -86.07797209347771, 0.0)"
5176,"(39.87090427236769, -86.14278172842438, 0.0)"
5177,"(39.87090427236769, -86.14278172842438, 0.0)"
5178,"(39.87090427236769, -86.14278172842438, 0.0)"
5179,"(39.74140811111111, -86.19707255555556, 0.0)"
5180,"(39.74495522222222, -86.13549538888888, 0.0)"
5181,"(39.7732896, -86.0229565, 0.0)"
5182,"(39.7732896, -86.0229565, 0.0)"
5183,"(39.7732896, -86.0229565, 0.0)"
5184,"(39.7698312631579, -86.10489657894736, 0.0)"
5185,"(39.65825256373612, -86.14900215039864, 0.0)"
5186,"(39.69112069738401, -86.0765760434784, 0.0)"
5187,"(39.69112069738401, -86.0765760434784, 0.0)"
5188,"(39.69112069738401, -86.0765760434784, 0.0)"
5189,"(39.69112069738401, -86.0765760434784, 0.0)"
5190,"(39.85983546062959, -86.2434589803949, 0.0)"
5191,"(39.85983546062959, -86.2434589803949, 0.0)"
5192,"(39.85983546062959, -86.2434589803949, 0.0)"
5193,"(39.85983546062959, -86.2434589803949, 0.0)"
5194,"(39.80470857142857, -86.11653142857142, 0.0)"
5195,"(39.8235562, -86.2754768, 0.0)"
5196,"(39.8235562, -86.2754768, 0.0)"
5197,"(39.8327475, -86.0343663, 0.0)"
5198,"(39.8327475, -86.0343663, 0.0)"
5199,"(39.8327475, -86.0343663, 0.0)"
5200,"(39.723505, -86.101866, 0.0)"
5201,"(39.723505, -86.101866, 0.0)"
5202,"(39.723505, -86.101866, 0.0)"
5203,"(39.814489122448975, -86.14836769387755, 0.0)"
5204,"(39.814489122448975, -86.14836769387755, 0.0)"
5205,"(39.827139, -86.027601, 0.0)"
5206,"(39.827139, -86.027601, 0.0)"
5207,"(39.64044839428097, -86.16882914550155, 0.0)"
5208,"(39.64044839428097, -86.16882914550155, 0.0)"
5209,"(39.64044839428097, -86.16882914550155, 0.0)"
5210,"(39.77639, -86.115256, 0.0)"
5211,"(39.77639, -86.115256, 0.0)"
5212,"(39.77639, -86.115256, 0.0)"
5213,"(39.827206, -86.123061, 0.0)"
5214,"(39.82852374923668, -86.00629384771437, 0.0)"
5215,"(39.82852374923668, -86.00629384771437, 0.0)"
5216,"(39.82852374923668, -86.00629384771437, 0.0)"
5217,"(39.82852374923668, -86.00629384771437, 0.0)"
5218,"(39.82852374923668, -86.00629384771437, 0.0)"
5219,"(39.65825256373612, -86.14900215039864, 0.0)"
5220,"(39.65825256373612, -86.14900215039864, 0.0)"
5221,"(39.779272, -86.109862, 0.0)"
5222,"(39.7732896, -86.0229565, 0.0)"
5223,"(39.7732896, -86.0229565, 0.0)"
5224,"(39.7732896, -86.0229565, 0.0)"
5225,"(39.7732896, -86.0229565, 0.0)"
5226,"(39.7732896, -86.0229565, 0.0)"
5227,"(39.7732896, -86.0229565, 0.0)"
5228,"(39.7072954, -86.0329135, 0.0)"
5229,"(39.7072954, -86.0329135, 0.0)"
5230,"(39.7072954, -86.0329135, 0.0)"
5231,"(39.767282, -86.217354, 0.0)"
5232,"(39.767282, -86.217354, 0.0)"
5233,"(39.767282, -86.217354, 0.0)"
5234,"(39.8381331, -86.24422095855766, 0.0)"
5235,"(39.80470857142857, -86.11653142857142, 0.0)"
5236,"(39.80470857142857, -86.11653142857142, 0.0)"
5237,"(39.80470857142857, -86.11653142857142, 0.0)"
5238,"(39.8381331, -86.24422095855766, 0.0)"
5239,"(39.731146095238095, -86.12475733333333, 0.0)"
5240,"(39.731146095238095, -86.12475733333333, 0.0)"
5241,"(39.8327475, -86.0343663, 0.0)"
5242,"(39.8327475, -86.0343663, 0.0)"
5243,"(39.8327475, -86.0343663, 0.0)"
5244,"(39.8327475, -86.0343663, 0.0)"
5245,"(39.8327475, -86.0343663, 0.0)"
5246,"(39.71664765088189, -86.23781045125321, 0.0)"
5247,"(39.71664765088189, -86.23781045125321, 0.0)"
5248,"(39.80470857142857, -86.11653142857142, 0.0)"
5249,"(39.80470857142857, -86.11653142857142, 0.0)"
5250,"(39.81251981818182, -86.13551172727273, 0.0)"
5251,"(39.78005598492462, -86.11321407035176, 0.0)"
5252,"(39.78005598492462, -86.11321407035176, 0.0)"
5253,"(39.78005598492462, -86.11321407035176, 0.0)"
5254,"(39.715452, -86.142353, 0.0)"
5255,"(39.715452, -86.142353, 0.0)"
5256,"(39.715452, -86.142353, 0.0)"
5257,"(39.78005598492462, -86.11321407035176, 0.0)"
5258,"(39.763439500000004, -86.15773300316786, 0.0)"
5259,"(39.763439500000004, -86.15773300316786, 0.0)"
5260,"(39.781605, -86.068994, 0.0)"
5261,"(39.74027373469388, -86.13950897959184, 0.0)"
5262,"(39.82852374923668, -86.00629384771437, 0.0)"
5263,"(39.82852374923668, -86.00629384771437, 0.0)"
5264,"(39.82852374923668, -86.00629384771437, 0.0)"
5265,"(39.64044839428097, -86.16882914550155, 0.0)"
5266,"(39.64044839428097, -86.16882914550155, 0.0)"
5267,"(39.64044839428097, -86.16882914550155, 0.0)"
5268,"(39.82354690909091, -86.27923513131314, 0.0)"
5269,"(39.74027373469388, -86.13950897959184, 0.0)"
5270,"(39.74027373469388, -86.13950897959184, 0.0)"
5271,"(39.8235562, -86.2754768, 0.0)"
5272,"(39.8235562, -86.2754768, 0.0)"
5273,"(39.8235562, -86.2754768, 0.0)"
5274,"(39.8235562, -86.2754768, 0.0)"
5275,"(39.83622005307163, -85.99932997031215, 0.0)"
5276,"(39.83622005307163, -85.99932997031215, 0.0)"
5277,"(39.82354690909091, -86.27923513131314, 0.0)"
5278,"(39.82354690909091, -86.27923513131314, 0.0)"
5279,"(39.82354690909091, -86.27923513131314, 0.0)"
5280,"(39.82354690909091, -86.27923513131314, 0.0)"
5281,"(39.82354690909091, -86.27923513131314, 0.0)"
5282,"(39.82354690909091, -86.27923513131314, 0.0)"
5283,"(39.82354690909091, -86.27923513131314, 0.0)"
5284,"(39.7732896, -86.0229565, 0.0)"
5285,"(39.82852374923668, -86.00629384771437, 0.0)"
5286,"(39.82852374923668, -86.00629384771437, 0.0)"
5287,"(39.82852374923668, -86.00629384771437, 0.0)"
5288,"(39.83622005307163, -85.99932997031215, 0.0)"
5289,"(39.83622005307163, -85.99932997031215, 0.0)"
5290,"(39.83622005307163, -85.99932997031215, 0.0)"
5291,"(39.83622005307163, -85.99932997031215, 0.0)"
5292,"(39.83622005307163, -85.99932997031215, 0.0)"
5293,"(39.83622005307163, -85.99932997031215, 0.0)"
5294,"(39.83622005307163, -85.99932997031215, 0.0)"
5295,"(39.74027373469388, -86.13950897959184, 0.0)"
5296,"(39.7680595, -86.1527215, 0.0)"
5297,"(39.7680595, -86.1527215, 0.0)"
5298,"(39.76165881632653, -86.20636279591837, 0.0)"
5299,"(39.76165881632653, -86.20636279591837, 0.0)"
5300,"(39.7685962, -86.14818038396933, 0.0)"
5301,"(39.7685962, -86.14818038396933, 0.0)"
5302,"(39.82852374923668, -86.00629384771437, 0.0)"
5303,"(39.7299151, -86.3248449, 0.0)"
5304,"(39.7299151, -86.3248449, 0.0)"
5305,"(39.7299151, -86.3248449, 0.0)"
5306,"(39.83622005307163, -85.99932997031215, 0.0)"
5307,"(39.74027373469388, -86.13950897959184, 0.0)"
5308,"(39.74027373469388, -86.13950897959184, 0.0)"
5309,"(39.74027373469388, -86.13950897959184, 0.0)"
5310,"(39.74027373469388, -86.13950897959184, 0.0)"
5311,"(39.796179, -86.101055, 0.0)"
5312,"(39.796179, -86.101055, 0.0)"
5313,"(39.796179, -86.101055, 0.0)"
5314,"(39.786889, -86.11391, 0.0)"
5315,"(39.7801249, -86.178789, 0.0)"
5316,"(39.7801249, -86.178789, 0.0)"
5317,"(39.7801249, -86.178789, 0.0)"
5318,"(39.7801249, -86.178789, 0.0)"
5319,"(39.7801249, -86.178789, 0.0)"
5320,"(39.7801249, -86.178789, 0.0)"
5321,"(39.784881204081636, -86.0876032244898, 0.0)"
5322,"(39.784881204081636, -86.0876032244898, 0.0)"
5323,"(39.80659860869565, -86.21116195652174, 0.0)"
5324,"(39.779272, -86.109862, 0.0)"
5325,"(39.779272, -86.109862, 0.0)"
5326,"(39.8377285, -86.1218044, 0.0)"
5327,"(39.782787469387756, -86.07485595918367, 0.0)"
5328,"(39.782787469387756, -86.07485595918367, 0.0)"
5329,"(39.762533714285716, -86.23703344897959, 0.0)"
5330,"(39.762533714285716, -86.23703344897959, 0.0)"
5331,"(39.762533714285716, -86.23703344897959, 0.0)"
5332,"(39.92070976923077, -86.17810442307692, 0.0)"
5333,"(39.92070976923077, -86.17810442307692, 0.0)"
5334,"(39.7732896, -86.0229565, 0.0)"
5335,"(39.7732896, -86.0229565, 0.0)"
5336,"(39.65096704617264, -86.11595345199525, 0.0)"
5337,"(39.65096704617264, -86.11595345199525, 0.0)"
5338,"(39.7619745, -86.1609289, 0.0)"
5339,"(39.649553, -86.177912, 0.0)"
5340,"(39.805446, -86.168051, 0.0)"
5341,"(39.805446, -86.168051, 0.0)"
5342,"(39.805446, -86.168051, 0.0)"
5343,"(39.805446, -86.168051, 0.0)"
5344,"(39.805446, -86.168051, 0.0)"
5345,"(39.81292255555556, -86.04161736111111, 0.0)"
5346,"(39.648262, -86.180265, 0.0)"
5347,"(39.648262, -86.180265, 0.0)"
5348,"(39.648262, -86.180265, 0.0)"
5349,"(39.805446, -86.168051, 0.0)"
5350,"(39.805446, -86.168051, 0.0)"
5351,"(39.786102353535355, -86.21568406060607, 0.0)"
5352,"(39.786102353535355, -86.21568406060607, 0.0)"
5353,"(39.786102353535355, -86.21568406060607, 0.0)"
5354,"(39.778481, -86.29387, 0.0)"
5355,"(39.778481, -86.29387, 0.0)"
5356,"(39.778481, -86.29387, 0.0)"
5357,"(39.7656761, -86.15934391363386, 0.0)"
5358,"(39.7656761, -86.15934391363386, 0.0)"
5359,"(39.820581535619375, -85.9867123400062, 0.0)"
5360,"(39.820581535619375, -85.9867123400062, 0.0)"
5361,"(39.820581535619375, -85.9867123400062, 0.0)"
5362,"(39.820581535619375, -85.9867123400062, 0.0)"
5363,"(39.820581535619375, -85.9867123400062, 0.0)"
5364,"(39.78862509974077, -85.9671622458031, 0.0)"
5365,"(39.827206, -86.123061, 0.0)"
5366,"(39.8235562, -86.2754768, 0.0)"
5367,"(39.7685962, -86.14818038396933, 0.0)"
5368,"(39.71664765088189, -86.23781045125321, 0.0)"
5369,"(39.71664765088189, -86.23781045125321, 0.0)"
5370,"(39.791724333333335, -86.21868533333333, 0.0)"
5371,"(39.791724333333335, -86.21868533333333, 0.0)"
5372,"(39.791724333333335, -86.21868533333333, 0.0)"
5373,"(39.77715724296095, -86.09256808088885, 0.0)"
