,cords
15339,"(39.77578048003119, -86.09495080927593, 0.0)"
15340,"(39.76165354, -86.12840947999999, 0.0)"
15341,"(39.761703, -86.10097, 0.0)"
15342,"(39.761703, -86.10097, 0.0)"
15343,"(39.761703, -86.10097, 0.0)"
15344,"(39.761703, -86.10097, 0.0)"
15345,"(39.833154641025644, -86.00378517948718, 0.0)"
15346,"(39.75483338461538, -86.25362038461537, 0.0)"
15347,"(39.75483338461538, -86.25362038461537, 0.0)"
15348,"(39.75483338461538, -86.25362038461537, 0.0)"
15349,"(39.75483338461538, -86.25362038461537, 0.0)"
15350,"(39.75483338461538, -86.25362038461537, 0.0)"
15351,"(39.77263036363637, -86.12533745454546, 0.0)"
15352,"(39.77263036363637, -86.12533745454546, 0.0)"
15353,"(39.77263036363637, -86.12533745454546, 0.0)"
15354,"(39.77263036363637, -86.12533745454546, 0.0)"
15355,"(39.833154641025644, -86.00378517948718, 0.0)"
15356,"(39.833154641025644, -86.00378517948718, 0.0)"
15357,"(39.833154641025644, -86.00378517948718, 0.0)"
15358,"(39.833154641025644, -86.00378517948718, 0.0)"
15359,"(39.833154641025644, -86.00378517948718, 0.0)"
15360,"(39.833154641025644, -86.00378517948718, 0.0)"
15361,"(39.833154641025644, -86.00378517948718, 0.0)"
15362,"(39.833154641025644, -86.00378517948718, 0.0)"
15363,"(39.833154641025644, -86.00378517948718, 0.0)"
15364,"(39.833154641025644, -86.00378517948718, 0.0)"
15365,"(39.833154641025644, -86.00378517948718, 0.0)"
15366,"(39.75093093114079, -86.1263725045268, 0.0)"
15367,"(39.75093093114079, -86.1263725045268, 0.0)"
15368,"(39.75093093114079, -86.1263725045268, 0.0)"
15369,"(39.768311, -86.152446, 0.0)"
15370,"(39.768311, -86.152446, 0.0)"
15371,"(39.88782267114094, -86.19768818120805, 0.0)"
15372,"(39.76322475, -86.15876923317849, 0.0)"
15373,"(39.69809882445684, -86.25103793608923, 0.0)"
15374,"(39.69809882445684, -86.25103793608923, 0.0)"
15375,"(39.809822530612244, -86.29511406122448, 0.0)"
15376,"(39.813040693877554, -86.08775195918368, 0.0)"
15377,"(39.813040693877554, -86.08775195918368, 0.0)"
15378,"(39.813040693877554, -86.08775195918368, 0.0)"
15379,"(39.78913971428571, -86.09568491836734, 0.0)"
15380,"(39.78913971428571, -86.09568491836734, 0.0)"
15381,"(39.78913971428571, -86.09568491836734, 0.0)"
15382,"(39.7866381, -86.1573359, 0.0)"
15383,"(39.7866381, -86.1573359, 0.0)"
15384,"(39.726867500000004, -86.1394914, 0.0)"
15385,"(39.726867500000004, -86.1394914, 0.0)"
15386,"(39.726867500000004, -86.1394914, 0.0)"
15387,"(39.865967613570625, -86.1826013421581, 0.0)"
15388,"(39.84584181632653, -86.13139114285714, 0.0)"
15389,"(39.70548036394348, -86.24856254659088, 0.0)"
15390,"(39.8058771, -86.1173945, 0.0)"
15391,"(39.8058771, -86.1173945, 0.0)"
15392,"(39.8058771, -86.1173945, 0.0)"
15393,"(39.800779681818184, -86.24976115909091, 0.0)"
15394,"(39.82039873913044, -86.0429665652174, 0.0)"
15395,"(39.832476923076925, -85.99105323076923, 0.0)"
15396,"(39.78499383299657, -86.06913252613874, 0.0)"
15397,"(39.78499383299657, -86.06913252613874, 0.0)"
15398,"(39.78499383299657, -86.06913252613874, 0.0)"
15399,"(39.810577, -86.0647121, 0.0)"
15400,"(39.832476923076925, -85.99105323076923, 0.0)"
15401,"(39.832476923076925, -85.99105323076923, 0.0)"
15402,"(39.825442, -86.075088, 0.0)"
15403,"(39.810577, -86.0647121, 0.0)"
15404,"(39.810577, -86.0647121, 0.0)"
15405,"(39.76323147058824, -86.1581245882353, 0.0)"
15406,"(39.76323147058824, -86.1581245882353, 0.0)"
15407,"(39.825442, -86.075088, 0.0)"
15408,"(39.822362, -86.214677, 0.0)"
15409,"(39.7666519, -86.15851536217895, 0.0)"
15410,"(39.7666519, -86.15851536217895, 0.0)"
15411,"(39.78913971428571, -86.09568491836734, 0.0)"
15412,"(39.78913971428571, -86.09568491836734, 0.0)"
15413,"(39.78913971428571, -86.09568491836734, 0.0)"
15414,"(39.78913971428571, -86.09568491836734, 0.0)"
15415,"(39.78913971428571, -86.09568491836734, 0.0)"
15416,"(39.825442, -86.075088, 0.0)"
15417,"(39.825442, -86.075088, 0.0)"
15418,"(39.800779681818184, -86.24976115909091, 0.0)"
15419,"(39.800779681818184, -86.24976115909091, 0.0)"
15420,"(39.800779681818184, -86.24976115909091, 0.0)"
15421,"(39.800779681818184, -86.24976115909091, 0.0)"
15422,"(39.74578432653061, -86.21491251020409, 0.0)"
15423,"(39.74578432653061, -86.21491251020409, 0.0)"
15424,"(39.7732896, -86.0229565, 0.0)"
15425,"(39.774642, -86.191464, 0.0)"
15426,"(39.7732896, -86.0229565, 0.0)"
15427,"(39.7732896, -86.0229565, 0.0)"
15428,"(39.8110242, -86.0739628, 0.0)"
15429,"(39.8110242, -86.0739628, 0.0)"
15430,"(39.75483338461538, -86.25362038461537, 0.0)"
15431,"(39.75483338461538, -86.25362038461537, 0.0)"
15432,"(39.75483338461538, -86.25362038461537, 0.0)"
15433,"(39.831815, -86.010155, 0.0)"
15434,"(39.831815, -86.010155, 0.0)"
15435,"(39.8058771, -86.1173945, 0.0)"
15436,"(39.7656761, -86.15934391363386, 0.0)"
15437,"(39.7656761, -86.15934391363386, 0.0)"
15438,"(39.76645125, -86.16479647999068, 0.0)"
15439,"(39.76645125, -86.16479647999068, 0.0)"
15440,"(39.774642, -86.191464, 0.0)"
15441,"(39.774642, -86.191464, 0.0)"
15442,"(39.72820514285714, -86.25081632653061, 0.0)"
15443,"(39.72820514285714, -86.25081632653061, 0.0)"
15444,"(39.72820514285714, -86.25081632653061, 0.0)"
15445,"(39.72820514285714, -86.25081632653061, 0.0)"
15446,"(39.7656761, -86.15934391363386, 0.0)"
15447,"(39.7656761, -86.15934391363386, 0.0)"
15448,"(39.7656761, -86.15934391363386, 0.0)"
15449,"(39.7656761, -86.15934391363386, 0.0)"
15450,"(39.818737408980475, -86.24215909063896, 0.0)"
15451,"(39.818737408980475, -86.24215909063896, 0.0)"
15452,"(39.76308, -86.15778216241392, 0.0)"
15453,"(39.76308, -86.15778216241392, 0.0)"
15454,"(39.86119188256036, -86.26766965473333, 0.0)"
15455,"(39.86119188256036, -86.26766965473333, 0.0)"
15456,"(39.86119188256036, -86.26766965473333, 0.0)"
15457,"(39.76645125, -86.16479647999068, 0.0)"
15458,"(39.76645125, -86.16479647999068, 0.0)"
15459,"(39.76645125, -86.16479647999068, 0.0)"
15460,"(39.76645125, -86.16479647999068, 0.0)"
15461,"(39.774642, -86.191464, 0.0)"
15462,"(39.774642, -86.191464, 0.0)"
15463,"(39.774642, -86.191464, 0.0)"
15464,"(39.774642, -86.191464, 0.0)"
15465,"(39.774642, -86.191464, 0.0)"
15466,"(39.7801249, -86.178789, 0.0)"
15467,"(39.7801249, -86.178789, 0.0)"
15468,"(39.8424477, -86.2416137, 0.0)"
15469,"(39.8424477, -86.2416137, 0.0)"
15470,"(39.80541539658953, -86.00529790120048, 0.0)"
15471,"(39.80541539658953, -86.00529790120048, 0.0)"
15472,"(39.80541539658953, -86.00529790120048, 0.0)"
15473,"(39.774585, -86.11663, 0.0)"
15474,"(39.774585, -86.11663, 0.0)"
15475,"(39.82025624489796, -86.00121244897959, 0.0)"
15476,"(39.82025624489796, -86.00121244897959, 0.0)"
15477,"(39.82025624489796, -86.00121244897959, 0.0)"
15478,"(39.81502635432039, -86.25180122667473, 0.0)"
15479,"(39.81502635432039, -86.25180122667473, 0.0)"
15480,"(39.81502635432039, -86.25180122667473, 0.0)"
15481,"(39.81502635432039, -86.25180122667473, 0.0)"
15482,"(39.76323147058824, -86.1581245882353, 0.0)"
15483,"(39.76323147058824, -86.1581245882353, 0.0)"
15484,"(39.6825967, -86.2851867, 0.0)"
15485,"(39.6997832, -86.0848617, 0.0)"
15486,"(39.6997832, -86.0848617, 0.0)"
15487,"(39.76560436734694, -86.16025887755102, 0.0)"
15488,"(39.76560436734694, -86.16025887755102, 0.0)"
15489,"(39.76560436734694, -86.16025887755102, 0.0)"
15490,"(39.739554, -86.1397576, 0.0)"
15491,"(39.7866381, -86.1573359, 0.0)"
15492,"(39.825442, -86.075088, 0.0)"
15493,"(39.825442, -86.075088, 0.0)"
15494,"(39.8381331, -86.24422095855766, 0.0)"
15495,"(39.8381331, -86.24422095855766, 0.0)"
15496,"(39.8381331, -86.24422095855766, 0.0)"
15497,"(39.803527, -86.114477, 0.0)"
15498,"(39.750609612903226, -86.25769553225805, 0.0)"
15499,"(39.750609612903226, -86.25769553225805, 0.0)"
15500,"(39.750609612903226, -86.25769553225805, 0.0)"
15501,"(39.750609612903226, -86.25769553225805, 0.0)"
15502,"(39.750609612903226, -86.25769553225805, 0.0)"
15503,"(39.750609612903226, -86.25769553225805, 0.0)"
15504,"(39.73719446660518, -86.1600348441402, 0.0)"
15505,"(39.8210862244898, -86.11661618367347, 0.0)"
15506,"(39.764816, -86.158281, 0.0)"
15507,"(39.825442, -86.075088, 0.0)"
15508,"(39.803527, -86.114477, 0.0)"
15509,"(39.803527, -86.114477, 0.0)"
15510,"(39.835683, -86.016636, 0.0)"
15511,"(39.835683, -86.016636, 0.0)"
15512,"(39.835683, -86.016636, 0.0)"
15513,"(39.91750218847084, -86.14221283809894, 0.0)"
15514,"(39.91750218847084, -86.14221283809894, 0.0)"
15515,"(39.91750218847084, -86.14221283809894, 0.0)"
15516,"(39.91750218847084, -86.14221283809894, 0.0)"
15517,"(39.76139630612245, -86.15975112244898, 0.0)"
15518,"(39.76139630612245, -86.15975112244898, 0.0)"
15519,"(39.804542081632654, -85.98264467346938, 0.0)"
15520,"(39.76645795, -86.1506135062573, 0.0)"
15521,"(39.7589327, -86.2480447, 0.0)"
15522,"(39.7646834, -86.2713664, 0.0)"
15523,"(39.774642, -86.191464, 0.0)"
15524,"(39.774642, -86.191464, 0.0)"
15525,"(39.774642, -86.191464, 0.0)"
15526,"(39.72820514285714, -86.25081632653061, 0.0)"
15527,"(39.72820514285714, -86.25081632653061, 0.0)"
15528,"(39.72820514285714, -86.25081632653061, 0.0)"
15529,"(39.739554, -86.1397576, 0.0)"
15530,"(39.739554, -86.1397576, 0.0)"
15531,"(39.72820514285714, -86.25081632653061, 0.0)"
15532,"(39.72820514285714, -86.25081632653061, 0.0)"
15533,"(39.72820514285714, -86.25081632653061, 0.0)"
15534,"(39.72820514285714, -86.25081632653061, 0.0)"
15535,"(39.80541539658953, -86.00529790120048, 0.0)"
15536,"(39.6929873, -86.1865612, 0.0)"
15537,"(39.825442, -86.075088, 0.0)"
15538,"(39.825442, -86.075088, 0.0)"
15539,"(39.81502635432039, -86.25180122667473, 0.0)"
15540,"(39.81502635432039, -86.25180122667473, 0.0)"
15541,"(39.739554, -86.1397576, 0.0)"
15542,"(39.739554, -86.1397576, 0.0)"
15543,"(39.8210862244898, -86.11661618367347, 0.0)"
15544,"(39.768311, -86.152446, 0.0)"
15545,"(39.768311, -86.152446, 0.0)"
15546,"(39.793678, -86.045613, 0.0)"
15547,"(39.793678, -86.045613, 0.0)"
15548,"(39.6929873, -86.1865612, 0.0)"
15549,"(39.6929873, -86.1865612, 0.0)"
15550,"(39.6929873, -86.1865612, 0.0)"
15551,"(39.72351952370063, -86.18710398265897, 0.0)"
15552,"(39.72351952370063, -86.18710398265897, 0.0)"
15553,"(39.767452, -86.044746, 0.0)"
15554,"(39.767452, -86.044746, 0.0)"
15555,"(39.767452, -86.044746, 0.0)"
15556,"(39.793678, -86.045613, 0.0)"
15557,"(39.793678, -86.045613, 0.0)"
15558,"(39.767452, -86.044746, 0.0)"
15559,"(39.767452, -86.044746, 0.0)"
15560,"(39.767452, -86.044746, 0.0)"
15561,"(39.767452, -86.044746, 0.0)"
15562,"(39.767452, -86.044746, 0.0)"
15563,"(39.76308, -86.15778216241392, 0.0)"
15564,"(39.793678, -86.045613, 0.0)"
15565,"(39.793678, -86.045613, 0.0)"
15566,"(39.80585459815006, -86.15534202077022, 0.0)"
15567,"(39.8807253900159, -86.23739948986325, 0.0)"
15568,"(39.810577, -86.0647121, 0.0)"
15569,"(39.8235562, -86.2754768, 0.0)"
15570,"(39.8235562, -86.2754768, 0.0)"
15571,"(39.8235562, -86.2754768, 0.0)"
15572,"(39.7525603125, -86.25477206250001, 0.0)"
15573,"(39.7525603125, -86.25477206250001, 0.0)"
15574,"(39.7525603125, -86.25477206250001, 0.0)"
15575,"(39.780687, -86.213235, 0.0)"
15576,"(39.780687, -86.213235, 0.0)"
15577,"(39.780687, -86.213235, 0.0)"
15578,"(39.76322475, -86.15876923317849, 0.0)"
15579,"(39.8807253900159, -86.23739948986325, 0.0)"
15580,"(39.8058771, -86.1173945, 0.0)"
15581,"(39.8058771, -86.1173945, 0.0)"
15582,"(39.8110242, -86.0739628, 0.0)"
15583,"(39.8110242, -86.0739628, 0.0)"
15584,"(39.8110242, -86.0739628, 0.0)"
15585,"(39.8110242, -86.0739628, 0.0)"
15586,"(39.8110242, -86.0739628, 0.0)"
15587,"(39.8110242, -86.0739628, 0.0)"
15588,"(39.90224605, -86.04472193938196, 0.0)"
15589,"(39.770871938775514, -86.06267971428571, 0.0)"
15590,"(39.770871938775514, -86.06267971428571, 0.0)"
15591,"(39.770871938775514, -86.06267971428571, 0.0)"
15592,"(39.767877, -86.217857, 0.0)"
15593,"(39.767877, -86.217857, 0.0)"
15594,"(39.767877, -86.217857, 0.0)"
15595,"(39.80353327272727, -86.00947221212121, 0.0)"
15596,"(39.822362, -86.214677, 0.0)"
15597,"(39.822362, -86.214677, 0.0)"
15598,"(39.739554, -86.1397576, 0.0)"
15599,"(39.739554, -86.1397576, 0.0)"
15600,"(39.739554, -86.1397576, 0.0)"
15601,"(39.8110242, -86.0739628, 0.0)"
15602,"(39.8110242, -86.0739628, 0.0)"
15603,"(39.73404909090909, -86.13837696969696, 0.0)"
15604,"(39.793678, -86.045613, 0.0)"
15605,"(39.793678, -86.045613, 0.0)"
15606,"(39.793678, -86.045613, 0.0)"
15607,"(39.788628979591834, -86.17917895918367, 0.0)"
15608,"(39.788628979591834, -86.17917895918367, 0.0)"
15609,"(39.739554, -86.1397576, 0.0)"
15610,"(39.739554, -86.1397576, 0.0)"
15611,"(39.739554, -86.1397576, 0.0)"
15612,"(39.739554, -86.1397576, 0.0)"
15613,"(39.739554, -86.1397576, 0.0)"
15614,"(39.739554, -86.1397576, 0.0)"
15615,"(39.739554, -86.1397576, 0.0)"
15616,"(39.739554, -86.1397576, 0.0)"
15617,"(39.8210862244898, -86.11661618367347, 0.0)"
15618,"(39.839437545454544, -86.06463927272726, 0.0)"
15619,"(39.839437545454544, -86.06463927272726, 0.0)"
15620,"(39.772570800000004, -86.2162344, 0.0)"
15621,"(39.772570800000004, -86.2162344, 0.0)"
15622,"(39.77263036363637, -86.12533745454546, 0.0)"
15623,"(39.77263036363637, -86.12533745454546, 0.0)"
15624,"(39.77263036363637, -86.12533745454546, 0.0)"
15625,"(39.77263036363637, -86.12533745454546, 0.0)"
15626,"(39.831815, -86.010155, 0.0)"
15627,"(39.831815, -86.010155, 0.0)"
15628,"(39.74578432653061, -86.21491251020409, 0.0)"
15629,"(39.74578432653061, -86.21491251020409, 0.0)"
15630,"(39.7732896, -86.0229565, 0.0)"
15631,"(39.795882142857145, -86.185221, 0.0)"
15632,"(39.795882142857145, -86.185221, 0.0)"
15633,"(39.795882142857145, -86.185221, 0.0)"
15634,"(39.768311, -86.152446, 0.0)"
15635,"(39.768311, -86.152446, 0.0)"
15636,"(39.793678, -86.045613, 0.0)"
15637,"(39.7732896, -86.0229565, 0.0)"
15638,"(39.7732896, -86.0229565, 0.0)"
15639,"(39.8110242, -86.0739628, 0.0)"
15640,"(39.793678, -86.045613, 0.0)"
15641,"(39.793678, -86.045613, 0.0)"
15642,"(39.80585459815006, -86.15534202077022, 0.0)"
15643,"(39.8747222, -86.2591667, 0.0)"
15644,"(39.8747222, -86.2591667, 0.0)"
15645,"(39.8747222, -86.2591667, 0.0)"
15646,"(39.7878816, -86.2107043, 0.0)"
15647,"(39.81437321459797, -86.12256687587816, 0.0)"
15648,"(39.788628979591834, -86.17917895918367, 0.0)"
15649,"(39.788628979591834, -86.17917895918367, 0.0)"
15650,"(39.788628979591834, -86.17917895918367, 0.0)"
15651,"(39.788628979591834, -86.17917895918367, 0.0)"
15652,"(39.78088193877551, -86.21323630612245, 0.0)"
15653,"(39.78088193877551, -86.21323630612245, 0.0)"
15654,"(39.7878816, -86.2107043, 0.0)"
15655,"(39.788833, -86.180213, 0.0)"
15656,"(39.77440176923077, -86.11573938461538, 0.0)"
15657,"(39.77440176923077, -86.11573938461538, 0.0)"
15658,"(39.77440176923077, -86.11573938461538, 0.0)"
15659,"(39.77440176923077, -86.11573938461538, 0.0)"
15660,"(39.77440176923077, -86.11573938461538, 0.0)"
15661,"(39.77440176923077, -86.11573938461538, 0.0)"
15662,"(39.77440176923077, -86.11573938461538, 0.0)"
15663,"(39.78088193877551, -86.21323630612245, 0.0)"
15664,"(39.78088193877551, -86.21323630612245, 0.0)"
15665,"(39.78088193877551, -86.21323630612245, 0.0)"
15666,"(39.78088193877551, -86.21323630612245, 0.0)"
15667,"(39.78088193877551, -86.21323630612245, 0.0)"
15668,"(39.78088193877551, -86.21323630612245, 0.0)"
15669,"(39.77440176923077, -86.11573938461538, 0.0)"
15670,"(39.77440176923077, -86.11573938461538, 0.0)"
15671,"(39.788628979591834, -86.17917895918367, 0.0)"
15672,"(39.788628979591834, -86.17917895918367, 0.0)"
15673,"(39.81437321459797, -86.12256687587816, 0.0)"
15674,"(39.81437321459797, -86.12256687587816, 0.0)"
15675,"(39.81437321459797, -86.12256687587816, 0.0)"
15676,"(39.81437321459797, -86.12256687587816, 0.0)"
15677,"(39.74842538383839, -86.27889057575757, 0.0)"
15678,"(39.74842538383839, -86.27889057575757, 0.0)"
15679,"(39.74842538383839, -86.27889057575757, 0.0)"
15680,"(39.74842538383839, -86.27889057575757, 0.0)"
15681,"(39.74842538383839, -86.27889057575757, 0.0)"
15682,"(39.74842538383839, -86.27889057575757, 0.0)"
15683,"(39.76308, -86.15778216241392, 0.0)"
15684,"(39.76308, -86.15778216241392, 0.0)"
15685,"(39.80808232323233, -86.18947435353536, 0.0)"
15686,"(39.77440176923077, -86.11573938461538, 0.0)"
15687,"(39.77440176923077, -86.11573938461538, 0.0)"
15688,"(39.7695471, -86.14927111439962, 0.0)"
15689,"(39.7695471, -86.14927111439962, 0.0)"
15690,"(39.7695471, -86.14927111439962, 0.0)"
15691,"(39.7974983877551, -86.18814253061224, 0.0)"
15692,"(39.77440176923077, -86.11573938461538, 0.0)"
15693,"(39.872882, -86.043608, 0.0)"
15694,"(39.872882, -86.043608, 0.0)"
15695,"(39.72820514285714, -86.25081632653061, 0.0)"
15696,"(39.761507, -86.114137, 0.0)"
15697,"(39.761507, -86.114137, 0.0)"
15698,"(39.66296, -86.123814, 0.0)"
15699,"(39.863892, -86.209771, 0.0)"
15700,"(39.863892, -86.209771, 0.0)"
15701,"(39.6825967, -86.2851867, 0.0)"
15702,"(39.6825967, -86.2851867, 0.0)"
15703,"(39.6825967, -86.2851867, 0.0)"
15704,"(39.914107054152275, -86.07776428697228, 0.0)"
15705,"(39.914107054152275, -86.07776428697228, 0.0)"
15706,"(39.80808232323233, -86.18947435353536, 0.0)"
15707,"(39.87090427236769, -86.14278172842438, 0.0)"
15708,"(39.87090427236769, -86.14278172842438, 0.0)"
15709,"(39.87090427236769, -86.14278172842438, 0.0)"
15710,"(39.8323301397769, -85.99707806830844, 0.0)"
15711,"(39.8323301397769, -85.99707806830844, 0.0)"
15712,"(39.8323301397769, -85.99707806830844, 0.0)"
15713,"(39.741630935483876, -86.24006532258065, 0.0)"
15714,"(39.818493, -86.04328, 0.0)"
15715,"(39.818493, -86.04328, 0.0)"
15716,"(39.818493, -86.04328, 0.0)"
15717,"(39.818493, -86.04328, 0.0)"
15718,"(39.823566804115195, -86.09067302664958, 0.0)"
15719,"(39.7712381775188, -86.10395371540383, 0.0)"
15720,"(39.7712381775188, -86.10395371540383, 0.0)"
15721,"(39.769687914893616, -86.06151823404255, 0.0)"
15722,"(39.769687914893616, -86.06151823404255, 0.0)"
15723,"(39.769687914893616, -86.06151823404255, 0.0)"
15724,"(39.769687914893616, -86.06151823404255, 0.0)"
15725,"(39.77659667043126, -86.1155233093682, 0.0)"
15726,"(39.74857391836734, -86.13070351020407, 0.0)"
15727,"(39.74857391836734, -86.13070351020407, 0.0)"
15728,"(39.74857391836734, -86.13070351020407, 0.0)"
15729,"(39.818493, -86.04328, 0.0)"
15730,"(39.818493, -86.04328, 0.0)"
15731,"(39.818493, -86.04328, 0.0)"
15732,"(39.818493, -86.04328, 0.0)"
15733,"(39.823566804115195, -86.09067302664958, 0.0)"
15734,"(39.823566804115195, -86.09067302664958, 0.0)"
15735,"(39.823566804115195, -86.09067302664958, 0.0)"
15736,"(39.914107054152275, -86.07776428697228, 0.0)"
15737,"(39.914107054152275, -86.07776428697228, 0.0)"
15738,"(39.914107054152275, -86.07776428697228, 0.0)"
15739,"(39.914107054152275, -86.07776428697228, 0.0)"
15740,"(39.74857391836734, -86.13070351020407, 0.0)"
15741,"(39.74857391836734, -86.13070351020407, 0.0)"
15742,"(39.75700561179996, -86.1926053875247, 0.0)"
15743,"(39.75700561179996, -86.1926053875247, 0.0)"
15744,"(39.75700561179996, -86.1926053875247, 0.0)"
15745,"(39.75700561179996, -86.1926053875247, 0.0)"
15746,"(39.8110242, -86.0739628, 0.0)"
15747,"(39.8110242, -86.0739628, 0.0)"
15748,"(39.8110242, -86.0739628, 0.0)"
15749,"(39.8110242, -86.0739628, 0.0)"
15750,"(39.8110242, -86.0739628, 0.0)"
15751,"(39.8110242, -86.0739628, 0.0)"
15752,"(39.8110242, -86.0739628, 0.0)"
15753,"(39.7666519, -86.15851536217895, 0.0)"
15754,"(39.7666519, -86.15851536217895, 0.0)"
15755,"(39.76308, -86.15778216241392, 0.0)"
15756,"(39.76308, -86.15778216241392, 0.0)"
15757,"(39.77030418125644, -86.12843291454465, 0.0)"
15758,"(39.66296, -86.123814, 0.0)"
15759,"(39.77970345696188, -86.09039767651154, 0.0)"
15760,"(39.77970345696188, -86.09039767651154, 0.0)"
15761,"(39.75700561179996, -86.1926053875247, 0.0)"
15762,"(39.75700561179996, -86.1926053875247, 0.0)"
15763,"(39.7974983877551, -86.18814253061224, 0.0)"
15764,"(39.7974983877551, -86.18814253061224, 0.0)"
15765,"(39.81669327270744, -86.22850918427704, 0.0)"
15766,"(39.768311, -86.152446, 0.0)"
15767,"(39.768311, -86.152446, 0.0)"
15768,"(39.825442, -86.075088, 0.0)"
15769,"(39.825442, -86.075088, 0.0)"
15770,"(39.825442, -86.075088, 0.0)"
15771,"(39.8747222, -86.2591667, 0.0)"
15772,"(39.908611, -86.0987573, 0.0)"
15773,"(39.722489, -86.228828, 0.0)"
15774,"(39.722489, -86.228828, 0.0)"
15775,"(39.722489, -86.228828, 0.0)"
15776,"(39.7974983877551, -86.18814253061224, 0.0)"
15777,"(39.7974983877551, -86.18814253061224, 0.0)"
15778,"(39.76308, -86.15778216241392, 0.0)"
15779,"(39.76308, -86.15778216241392, 0.0)"
15780,"(39.722489, -86.228828, 0.0)"
15781,"(39.75821928571428, -86.25542563265307, 0.0)"
15782,"(39.7866381, -86.1573359, 0.0)"
15783,"(39.7866381, -86.1573359, 0.0)"
15784,"(39.82171628571429, -86.24379666666667, 0.0)"
15785,"(39.82171628571429, -86.24379666666667, 0.0)"
15786,"(39.825442, -86.075088, 0.0)"
15787,"(39.726456, -86.260806, 0.0)"
15788,"(39.726456, -86.260806, 0.0)"
15789,"(39.78047233333333, -86.15587077777778, 0.0)"
15790,"(39.7974983877551, -86.18814253061224, 0.0)"
15791,"(39.8747222, -86.2591667, 0.0)"
15792,"(39.8747222, -86.2591667, 0.0)"
15793,"(39.81437321459797, -86.12256687587816, 0.0)"
15794,"(39.81437321459797, -86.12256687587816, 0.0)"
15795,"(39.81437321459797, -86.12256687587816, 0.0)"
15796,"(39.81669327270744, -86.22850918427704, 0.0)"
15797,"(39.76308, -86.15778216241392, 0.0)"
15798,"(39.76308, -86.15778216241392, 0.0)"
15799,"(39.76308, -86.15778216241392, 0.0)"
15800,"(39.823566804115195, -86.09067302664958, 0.0)"
15801,"(39.823566804115195, -86.09067302664958, 0.0)"
15802,"(39.795882142857145, -86.185221, 0.0)"
15803,"(39.795882142857145, -86.185221, 0.0)"
15804,"(39.795882142857145, -86.185221, 0.0)"
15805,"(39.6825967, -86.2851867, 0.0)"
15806,"(39.6825967, -86.2851867, 0.0)"
15807,"(39.763343, -86.15812, 0.0)"
15808,"(39.830195, -86.040167, 0.0)"
15809,"(39.830195, -86.040167, 0.0)"
15810,"(39.830195, -86.040167, 0.0)"
15811,"(39.830195, -86.040167, 0.0)"
15812,"(39.79023314285714, -86.22225571428571, 0.0)"
15813,"(39.7732896, -86.0229565, 0.0)"
15814,"(39.762879408163265, -86.16055371428571, 0.0)"
15815,"(39.762879408163265, -86.16055371428571, 0.0)"
15816,"(39.78047233333333, -86.15587077777778, 0.0)"
15817,"(39.76308, -86.15778216241392, 0.0)"
15818,"(39.784574303030304, -86.20096888888888, 0.0)"
15819,"(39.784574303030304, -86.20096888888888, 0.0)"
15820,"(39.784574303030304, -86.20096888888888, 0.0)"
15821,"(39.784574303030304, -86.20096888888888, 0.0)"
15822,"(39.784574303030304, -86.20096888888888, 0.0)"
15823,"(39.7955431, -86.1690145, 0.0)"
15824,"(39.7955431, -86.1690145, 0.0)"
15825,"(39.762879408163265, -86.16055371428571, 0.0)"
15826,"(39.762879408163265, -86.16055371428571, 0.0)"
15827,"(39.762879408163265, -86.16055371428571, 0.0)"
15828,"(39.762879408163265, -86.16055371428571, 0.0)"
15829,"(39.784574303030304, -86.20096888888888, 0.0)"
15830,"(39.7732896, -86.0229565, 0.0)"
15831,"(39.7732896, -86.0229565, 0.0)"
15832,"(39.7955431, -86.1690145, 0.0)"
15833,"(39.7732896, -86.0229565, 0.0)"
15834,"(39.7732896, -86.0229565, 0.0)"
15835,"(39.7732896, -86.0229565, 0.0)"
15836,"(39.7732896, -86.0229565, 0.0)"
15837,"(39.7732896, -86.0229565, 0.0)"
15838,"(39.8381331, -86.24422095855766, 0.0)"
15839,"(39.8381331, -86.24422095855766, 0.0)"
15840,"(39.8381331, -86.24422095855766, 0.0)"
15841,"(39.761935, -86.158398, 0.0)"
15842,"(39.761935, -86.158398, 0.0)"
15843,"(39.8381331, -86.24422095855766, 0.0)"
15844,"(39.8381331, -86.24422095855766, 0.0)"
15845,"(39.8381331, -86.24422095855766, 0.0)"
15846,"(39.761935, -86.158398, 0.0)"
15847,"(39.761935, -86.158398, 0.0)"
15848,"(39.761935, -86.158398, 0.0)"
15849,"(39.761935, -86.158398, 0.0)"
15850,"(39.867895, -86.22219, 0.0)"
15851,"(39.748931609060904, -86.13989844931284, 0.0)"
15852,"(39.8235562, -86.2754768, 0.0)"
15853,"(39.8235562, -86.2754768, 0.0)"
15854,"(39.761935, -86.158398, 0.0)"
15855,"(39.761935, -86.158398, 0.0)"
15856,"(39.810577, -86.0647121, 0.0)"
15857,"(39.75778864145731, -86.11533782890204, 0.0)"
15858,"(39.75778864145731, -86.11533782890204, 0.0)"
15859,"(39.75778864145731, -86.11533782890204, 0.0)"
15860,"(39.763343, -86.15812, 0.0)"
15861,"(39.80267427778905, -86.00487618363476, 0.0)"
15862,"(39.80267427778905, -86.00487618363476, 0.0)"
15863,"(39.80267427778905, -86.00487618363476, 0.0)"
15864,"(39.787952, -86.215921, 0.0)"
